#delimieter: ,
#columns:type,person1,person2,forum,forum_event,publication,topic,date,lat,lon
#types:STRING,UINT,UINT,UINT,UINT,UINT,UINT,USDATE,DOUBLE,DOUBLE
Includes,,,1372844135435303981,1042722514115814455,,,,,
Sale,1472154222902711100,529550602103217450,,,,185785,2/17/2019,,
Author,830492275831118011,,,403455645193718573,,,,,
HasTopic,,,,308055371548158820,,22183,,,
Includes,,,353365307219544531,403455645193718573,,,,,
Includes,,,1615340315424362057,394352063214255261,,,,,
Author,1415551103558851163,,,1431296414494015398,,,,,
Author,1256560595331782090,,,1616126644135451143,,,,,
Includes,,,1615340315424362057,1616126644135451143,,,,,
Sale,798281453414064182,827516550774300422,,,,,10/10/2018,,
Author,395324364594290687,,,,426261506651450656,,,,
HasTopic,,,,1553547443642141359,,11281,,,
Author,1332328363444180135,,,,639593259501530220,,,,
Sale,444306586381850137,555458474575261655,,,,7304244,8/4/2018,,
HasTopic,,,,359387609229331574,,45594,,,
HasTopic,,,,,639593259501530220,188874,,,
HasTopic,,,,1019763081880842517,,1141067,,,
HasTopic,,,,1451092413261528372,,231823,,,
Sale,228024664522999582,530418721562036010,,,,,8/21/2018,,
Includes,,,1314315120197156050,818114433937955570,,,,,
Sale,373492714841021534,1408491114509380547,,,,,8/23/2018,,
HasTopic,,,1615340315424362057,,,12796,,,
Includes,,,1372844135435303981,1083645618205541900,,,,,
HasTopic,,,,,639593259501530220,23445,,,
HasTopic,,,,,1433303251800176474,83460,,,
Sale,445243549200522915,1358902465304055423,,,,11639,10/10/2018,,
Author,1232233852183179377,,,,639593259501530220,,,,
Author,735713441679521195,,,,1433303251800176474,,,,
HasTopic,,,,932362105613871012,,160409,,,
HasTopic,,,,550991096516358338,,43109,,,
HasTopic,,,,1611943845151076252,,18426,,,
HasTopic,,,,1209342585680609487,,175111,,,
Author,1403521534163206962,,,932362105613871012,,,,,
HasOrg,,,,,1433303251800176474,2030894,,,
HasOrg,,,,,639593259501530220,131252,,,
HasTopic,,,,932362105613871012,,18426,,,
HasTopic,,,,1054211253526041632,,19809,,,
Author,1482631586430674230,,,1191446701255665955,,,,,
HasTopic,,,,394352063214255261,,162668,,,
Includes,,,353365307219544531,1483555911382243843,,,,,
HasTopic,,,,730659056743125659,,4189256,,,
Author,723455335029402611,,,1055033486001603535,,,,,
Includes,,,324124332757504717,1611943845151076252,,,,,
Includes,,,1202482536733844323,1513662032452523252,,,,,
Sale,853439821216101049,691329036060773404,,,,,8/6/2018,,
Includes,,,1615340315424362057,1431296414494015398,,,,,
Includes,,,1372844135435303981,359387609229331574,,,,,
HasTopic,,,,1553547443642141359,,206115,,,
Author,802248036314116834,,,308055371548158820,,,,,
HasTopic,,,,648532001209826135,,44619,,,
HasTopic,,,,1451092413261528372,,164359,,,
Includes,,,1314315120197156050,534824947453705510,,,,,
HasTopic,,,,,1433303251800176474,1436668,,,
Author,1164069507563258223,,,744050462705530514,,,,,
HasTopic,,,,,1433303251800176474,620463,,,
Sale,748624328941151036,1410645762939942534,,,,2275710,10/9/2018,,
HasTopic,,,,1054211253526041632,,60,,,
HasTopic,,,,441428674133413491,,1337813,,,
HasTopic,,,,,1433303251800176474,5405633,,,
HasTopic,,,,850535205307089982,,9081,,,
HasTopic,,,,850535205307089982,,8333,,,
HasTopic,,,,1651365355351122204,,643638,,,
HasTopic,,,,527407626398459111,,5,,,
HasTopic,,,,1651365355351122204,,44311,,,
Author,1254578828512330430,,,1083645618205541900,,,,,
HasTopic,,,,,426261506651450656,4919218,,,
Sale,1456601201342153081,1064651547241225475,,,,2119531,8/1/2018,,
Sale,69435368161453680,223710372317121295,,,,192270,10/15/2018,,
HasTopic,,,,,639593259501530220,878123,,,
HasTopic,,,324124332757504717,,,18426,,,
HasTopic,,,,705405857607435952,,188507,,,
Author,1322253454514323193,,,725842215428003633,,,,,
Author,1305260720934864098,,,441428674133413491,,,,,
HasTopic,,,,1611943845151076252,,571,,,
Includes,,,1372844135435303981,932362105613871012,,,,,
HasTopic,,,,932362105613871012,,69871376,,,
Author,740316593321112596,,,1042722514115814455,,,,,
HasTopic,,,,,639593259501530220,3303945,,,
HasTopic,,,,625375362050355621,,34508,,,
HasTopic,,,,,1433303251800176474,467,,,
HasTopic,,,,1268992263836158411,,208165,,,
HasTopic,,,,705405857607435952,,2994606,,,
HasTopic,,,,1268992263836158411,,5156524,,,
HasTopic,,,,,639593259501530220,1512929,,,
Author,1128501731262832684,,,1513662032452523252,,,,,
Sale,1417547619226642416,937327290742494464,,,,2095,8/7/2018,,
HasTopic,,,,932362105613871012,,7590,,,
Sale,1132612440955357623,337533446205370624,,,,650031,10/11/2018,,
HasTopic,,,,,102583151124020340,43035,,,
Includes,,,1372844135435303981,308055371548158820,,,,,
Author,1525133443534349327,,,730659056743125659,,,,,
Author,250216230021662514,,,1567365443431158000,,,,,
HasTopic,,,,264222459574523105,,5303278,,,
HasTopic,,,,1616126644135451143,,789815,,,
Author,719036657765593883,,,1027391951192717347,,,,,
HasTopic,,,,1083645618205541900,,8388,,,
Sale,886105102522101244,126273906342260012,,,,1747582,10/8/2018,,
HasTopic,,,,,1433303251800176474,14528,,,
Author,1002742933047354917,,,,639593259501530220,,,,
HasOrg,,,,,102583151124020340,49088,,,
HasTopic,,,,443011564966490962,,55105737,,,
Sale,562616026096155123,119521335022230240,,,,,7/29/2018,,
Includes,,,1372844135435303981,242319556350139294,,,,,
HasTopic,,,,610632535520533707,,5,,,
Sale,1442191382662959242,295266344363246537,,,,,10/14/2018,,
HasTopic,,,,1055033486001603535,,1574963,,,
Includes,,,1372844135435303981,462909183311043388,,,,,
Sale,236262613434181606,635582074571932037,,,,,7/31/2018,,
Sale,1144013137980918394,140810992085304421,,,,81944,10/15/2018,,
HasTopic,,,,679721048351950362,,213441,,,
Includes,,,1314315120197156050,725842215428003633,,,,,
Sale,1161953324175653611,845563170163723303,,,,37074668,8/13/2018,,
Author,1205862150970509257,,,241612738611320254,,,,,
HasTopic,,,,932362105613871012,,60,,,
HasTopic,,,,443011564966490962,,41176,,,
HasTopic,,,,725842215428003633,,4985088,,,
HasTopic,,,,,639593259501530220,2446683,,,
Sale,1358413175386425318,645948345494090258,,,,42962,10/16/2018,,
HasTopic,,,,443011564966490962,,1971,,,
Sale,1091096237413761253,1665754400243458567,,,,1065592,10/12/2018,,
Sale,183162484630224400,160814553436212810,,,,,8/7/2018,,
HasTopic,,,,359387609229331574,,1404101,,,
HasTopic,,,,1209342585680609487,,127197,,,
HasTopic,,,,308055371548158820,,7315940,,,
HasTopic,,,,1483555911382243843,,736733,,,
HasTopic,,,,1055033486001603535,,1333024,,,
HasTopic,,,,550991096516358338,,491283,,,
HasTopic,,,,242319556350139294,,11175303,,,
HasOrg,,,,,639593259501530220,657222,,,
HasTopic,,,,242319556350139294,,1373238,,,
HasTopic,,,,1114502034902546550,,328473,,,
Includes,,,1615340315424362057,1019763081880842517,,,,,
HasTopic,,,1202482536733844323,,,60,,,
Includes,,,1615340315424362057,1268992263836158411,,,,,
HasTopic,,,1372844135435303981,,,60,,,
Includes,,,1314315120197156050,850535205307089982,,,,,
HasTopic,,,,932362105613871012,,1049632,,,
HasTopic,,,,,1433303251800176474,3303945,,,
HasTopic,,,,648532001209826135,,3460334,,,
HasTopic,,,,1431296414494015398,,158847,,,
